更新时间,2026-08-04 03:03:56,#genre#

上海电信,#genre#
江苏教育HD,http://www.jstxsheng.com:28088/rtp/239.49.8.122:8000
江苏新闻HD,http://www.jstxsheng.com:28088/rtp/239.49.8.120:8000
江苏卫视HD,http://www.jstxsheng.com:28088/rtp/239.49.8.16:9602
广西卫视HD,http://www.jstxsheng.com:28088/rtp/239.49.8.10:8000
江苏城市HD,http://istoreos.sclvip.top:5566/rtp/239.49.8.107:8000
江苏综艺HD,http://istoreos.sclvip.top:5566/rtp/239.49.8.108:8000
江苏体育休闲HD,http://istoreos.sclvip.top:5566/rtp/239.49.8.117:8000
江苏影视HD,http://istoreos.sclvip.top:5566/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://istoreos.sclvip.top:5566/rtp/239.49.8.119:8000
江苏教育HD,http://istoreos.sclvip.top:5566/rtp/239.49.8.122:8000
江苏新闻HD,http://istoreos.sclvip.top:5566/rtp/239.49.8.120:8000
江苏卫视HD,http://istoreos.sclvip.top:5566/rtp/239.49.8.16:9602
广西卫视HD,http://istoreos.sclvip.top:5566/rtp/239.49.8.10:8000
江苏城市HD,http://ali.wxj520.top:8188/rtp/239.49.8.107:8000
江苏综艺HD,http://ali.wxj520.top:8188/rtp/239.49.8.108:8000
江苏体育休闲HD,http://ali.wxj520.top:8188/rtp/239.49.8.117:8000
江苏影视HD,http://ali.wxj520.top:8188/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://ali.wxj520.top:8188/rtp/239.49.8.119:8000
江苏教育HD,http://ali.wxj520.top:8188/rtp/239.49.8.122:8000
江苏新闻HD,http://ali.wxj520.top:8188/rtp/239.49.8.120:8000
江苏卫视HD,http://ali.wxj520.top:8188/rtp/239.49.8.16:9602
广西卫视HD,http://ali.wxj520.top:8188/rtp/239.49.8.10:8000
江苏城市HD,http://www.zk220.com:32345/rtp/239.49.8.107:8000
江苏综艺HD,http://www.zk220.com:32345/rtp/239.49.8.108:8000
江苏体育休闲HD,http://www.zk220.com:32345/rtp/239.49.8.117:8000
江苏影视HD,http://www.zk220.com:32345/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://www.zk220.com:32345/rtp/239.49.8.119:8000
江苏教育HD,http://www.zk220.com:32345/rtp/239.49.8.122:8000
江苏新闻HD,http://www.zk220.com:32345/rtp/239.49.8.120:8000
江苏卫视HD,http://www.zk220.com:32345/rtp/239.49.8.16:9602
广西卫视HD,http://www.zk220.com:32345/rtp/239.49.8.10:8000
江苏城市HD,http://www.foreveryyl.top:8001/rtp/239.49.8.107:8000
江苏综艺HD,http://www.foreveryyl.top:8001/rtp/239.49.8.108:8000
江苏体育休闲HD,http://www.foreveryyl.top:8001/rtp/239.49.8.117:8000
江苏影视HD,http://www.foreveryyl.top:8001/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://www.foreveryyl.top:8001/rtp/239.49.8.119:8000
江苏教育HD,http://www.foreveryyl.top:8001/rtp/239.49.8.122:8000
江苏新闻HD,http://www.foreveryyl.top:8001/rtp/239.49.8.120:8000
江苏卫视HD,http://www.foreveryyl.top:8001/rtp/239.49.8.16:9602
广西卫视HD,http://www.foreveryyl.top:8001/rtp/239.49.8.10:8000
江苏城市HD,http://www.duanht.top:4000/rtp/239.49.8.107:8000
江苏综艺HD,http://www.duanht.top:4000/rtp/239.49.8.108:8000
江苏体育休闲HD,http://www.duanht.top:4000/rtp/239.49.8.117:8000
江苏影视HD,http://www.duanht.top:4000/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://www.duanht.top:4000/rtp/239.49.8.119:8000
江苏教育HD,http://www.duanht.top:4000/rtp/239.49.8.122:8000
江苏新闻HD,http://www.duanht.top:4000/rtp/239.49.8.120:8000
江苏卫视HD,http://www.duanht.top:4000/rtp/239.49.8.16:9602
广西卫视HD,http://www.duanht.top:4000/rtp/239.49.8.10:8000
江苏城市HD,http://j1900.silicaite.com:58888/rtp/239.49.8.107:8000
江苏综艺HD,http://j1900.silicaite.com:58888/rtp/239.49.8.108:8000
江苏体育休闲HD,http://j1900.silicaite.com:58888/rtp/239.49.8.117:8000
江苏影视HD,http://j1900.silicaite.com:58888/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://j1900.silicaite.com:58888/rtp/239.49.8.119:8000
江苏教育HD,http://j1900.silicaite.com:58888/rtp/239.49.8.122:8000
江苏新闻HD,http://j1900.silicaite.com:58888/rtp/239.49.8.120:8000
江苏卫视HD,http://j1900.silicaite.com:58888/rtp/239.49.8.16:9602
广西卫视HD,http://j1900.silicaite.com:58888/rtp/239.49.8.10:8000
江苏城市HD,http://fb.linc.vip:4022/rtp/239.49.8.107:8000
江苏综艺HD,http://fb.linc.vip:4022/rtp/239.49.8.108:8000
江苏体育休闲HD,http://fb.linc.vip:4022/rtp/239.49.8.117:8000
江苏影视HD,http://fb.linc.vip:4022/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://fb.linc.vip:4022/rtp/239.49.8.119:8000
江苏教育HD,http://fb.linc.vip:4022/rtp/239.49.8.122:8000
江苏新闻HD,http://fb.linc.vip:4022/rtp/239.49.8.120:8000
江苏卫视HD,http://fb.linc.vip:4022/rtp/239.49.8.16:9602
广西卫视HD,http://fb.linc.vip:4022/rtp/239.49.8.10:8000
江苏城市HD,http://clnas.heylc.com:4022/rtp/239.49.8.107:8000
江苏综艺HD,http://clnas.heylc.com:4022/rtp/239.49.8.108:8000
江苏体育休闲HD,http://clnas.heylc.com:4022/rtp/239.49.8.117:8000
江苏影视HD,http://clnas.heylc.com:4022/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://clnas.heylc.com:4022/rtp/239.49.8.119:8000
江苏教育HD,http://clnas.heylc.com:4022/rtp/239.49.8.122:8000
江苏新闻HD,http://clnas.heylc.com:4022/rtp/239.49.8.120:8000
江苏卫视HD,http://clnas.heylc.com:4022/rtp/239.49.8.16:9602
广西卫视HD,http://clnas.heylc.com:4022/rtp/239.49.8.10:8000
江苏城市HD,http://xuekuan.site:8088/rtp/239.49.8.107:8000
江苏综艺HD,http://xuekuan.site:8088/rtp/239.49.8.108:8000
江苏体育休闲HD,http://xuekuan.site:8088/rtp/239.49.8.117:8000
江苏影视HD,http://xuekuan.site:8088/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://xuekuan.site:8088/rtp/239.49.8.119:8000
江苏教育HD,http://xuekuan.site:8088/rtp/239.49.8.122:8000
江苏新闻HD,http://xuekuan.site:8088/rtp/239.49.8.120:8000
江苏卫视HD,http://xuekuan.site:8088/rtp/239.49.8.16:9602
广西卫视HD,http://xuekuan.site:8088/rtp/239.49.8.10:8000
江苏城市HD,http://t.02i.cn:8000/rtp/239.49.8.107:8000
江苏综艺HD,http://t.02i.cn:8000/rtp/239.49.8.108:8000
江苏体育休闲HD,http://t.02i.cn:8000/rtp/239.49.8.117:8000
江苏影视HD,http://t.02i.cn:8000/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://t.02i.cn:8000/rtp/239.49.8.119:8000
江苏教育HD,http://t.02i.cn:8000/rtp/239.49.8.122:8000
江苏新闻HD,http://t.02i.cn:8000/rtp/239.49.8.120:8000
江苏卫视HD,http://t.02i.cn:8000/rtp/239.49.8.16:9602
广西卫视HD,http://t.02i.cn:8000/rtp/239.49.8.10:8000
江苏城市HD,http://www.922928.de:5888/rtp/239.49.8.107:8000
江苏综艺HD,http://www.922928.de:5888/rtp/239.49.8.108:8000
江苏体育休闲HD,http://www.922928.de:5888/rtp/239.49.8.117:8000
江苏影视HD,http://www.922928.de:5888/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://www.922928.de:5888/rtp/239.49.8.119:8000
江苏教育HD,http://www.922928.de:5888/rtp/239.49.8.122:8000
江苏新闻HD,http://www.922928.de:5888/rtp/239.49.8.120:8000
江苏卫视HD,http://www.922928.de:5888/rtp/239.49.8.16:9602
广西卫视HD,http://www.922928.de:5888/rtp/239.49.8.10:8000
江苏城市HD,http://nas3.bycza.top:8100/rtp/239.49.8.107:8000
江苏综艺HD,http://nas3.bycza.top:8100/rtp/239.49.8.108:8000
江苏体育休闲HD,http://nas3.bycza.top:8100/rtp/239.49.8.117:8000
江苏影视HD,http://nas3.bycza.top:8100/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://nas3.bycza.top:8100/rtp/239.49.8.119:8000
江苏教育HD,http://nas3.bycza.top:8100/rtp/239.49.8.122:8000
江苏新闻HD,http://nas3.bycza.top:8100/rtp/239.49.8.120:8000
江苏卫视HD,http://nas3.bycza.top:8100/rtp/239.49.8.16:9602
广西卫视HD,http://nas3.bycza.top:8100/rtp/239.49.8.10:8000
江苏城市HD,http://xpshat.i234.me:8188/rtp/239.49.8.107:8000
江苏综艺HD,http://xpshat.i234.me:8188/rtp/239.49.8.108:8000
江苏体育休闲HD,http://xpshat.i234.me:8188/rtp/239.49.8.117:8000
江苏影视HD,http://xpshat.i234.me:8188/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://xpshat.i234.me:8188/rtp/239.49.8.119:8000
江苏教育HD,http://xpshat.i234.me:8188/rtp/239.49.8.122:8000
江苏新闻HD,http://xpshat.i234.me:8188/rtp/239.49.8.120:8000
江苏卫视HD,http://xpshat.i234.me:8188/rtp/239.49.8.16:9602
广西卫视HD,http://xpshat.i234.me:8188/rtp/239.49.8.10:8000
江苏城市HD,http://st.dhdasheng.cn:8188/rtp/239.49.8.107:8000
江苏综艺HD,http://st.dhdasheng.cn:8188/rtp/239.49.8.108:8000
江苏体育休闲HD,http://st.dhdasheng.cn:8188/rtp/239.49.8.117:8000
江苏影视HD,http://st.dhdasheng.cn:8188/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://st.dhdasheng.cn:8188/rtp/239.49.8.119:8000
江苏教育HD,http://st.dhdasheng.cn:8188/rtp/239.49.8.122:8000
江苏新闻HD,http://st.dhdasheng.cn:8188/rtp/239.49.8.120:8000
江苏卫视HD,http://st.dhdasheng.cn:8188/rtp/239.49.8.16:9602
广西卫视HD,http://st.dhdasheng.cn:8188/rtp/239.49.8.10:8000
江苏城市HD,http://gcc125.myds.me:5888/rtp/239.49.8.107:8000
江苏综艺HD,http://gcc125.myds.me:5888/rtp/239.49.8.108:8000
江苏体育休闲HD,http://gcc125.myds.me:5888/rtp/239.49.8.117:8000
江苏影视HD,http://gcc125.myds.me:5888/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://gcc125.myds.me:5888/rtp/239.49.8.119:8000
江苏教育HD,http://gcc125.myds.me:5888/rtp/239.49.8.122:8000
江苏新闻HD,http://gcc125.myds.me:5888/rtp/239.49.8.120:8000
江苏卫视HD,http://gcc125.myds.me:5888/rtp/239.49.8.16:9602
广西卫视HD,http://gcc125.myds.me:5888/rtp/239.49.8.10:8000
江苏城市HD,http://kd2.gcc125.top:5888/rtp/239.49.8.107:8000
江苏综艺HD,http://kd2.gcc125.top:5888/rtp/239.49.8.108:8000
江苏体育休闲HD,http://kd2.gcc125.top:5888/rtp/239.49.8.117:8000
江苏影视HD,http://kd2.gcc125.top:5888/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://kd2.gcc125.top:5888/rtp/239.49.8.119:8000
江苏教育HD,http://kd2.gcc125.top:5888/rtp/239.49.8.122:8000
江苏新闻HD,http://kd2.gcc125.top:5888/rtp/239.49.8.120:8000
江苏卫视HD,http://kd2.gcc125.top:5888/rtp/239.49.8.16:9602
广西卫视HD,http://kd2.gcc125.top:5888/rtp/239.49.8.10:8000
江苏城市HD,http://202.8090pc.cn:58888/rtp/239.49.8.107:8000
江苏综艺HD,http://202.8090pc.cn:58888/rtp/239.49.8.108:8000
江苏体育休闲HD,http://202.8090pc.cn:58888/rtp/239.49.8.117:8000
江苏影视HD,http://202.8090pc.cn:58888/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://202.8090pc.cn:58888/rtp/239.49.8.119:8000
江苏教育HD,http://202.8090pc.cn:58888/rtp/239.49.8.122:8000
江苏新闻HD,http://202.8090pc.cn:58888/rtp/239.49.8.120:8000
江苏卫视HD,http://202.8090pc.cn:58888/rtp/239.49.8.16:9602
广西卫视HD,http://202.8090pc.cn:58888/rtp/239.49.8.10:8000
江苏城市HD,http://www.wxzmz.com:8800/rtp/239.49.8.107:8000
江苏综艺HD,http://www.wxzmz.com:8800/rtp/239.49.8.108:8000
江苏体育休闲HD,http://www.wxzmz.com:8800/rtp/239.49.8.117:8000
江苏影视HD,http://www.wxzmz.com:8800/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://www.wxzmz.com:8800/rtp/239.49.8.119:8000
江苏教育HD,http://www.wxzmz.com:8800/rtp/239.49.8.122:8000
江苏新闻HD,http://www.wxzmz.com:8800/rtp/239.49.8.120:8000
江苏卫视HD,http://www.wxzmz.com:8800/rtp/239.49.8.16:9602
广西卫视HD,http://www.wxzmz.com:8800/rtp/239.49.8.10:8000
江苏城市HD,http://www.angel147.cf:9570/rtp/239.49.8.107:8000
江苏综艺HD,http://www.angel147.cf:9570/rtp/239.49.8.108:8000
江苏体育休闲HD,http://www.angel147.cf:9570/rtp/239.49.8.117:8000
江苏影视HD,http://www.angel147.cf:9570/rtp/239.49.8.118:8000
江苏优漫卡通HD,http://www.angel147.cf:9570/rtp/239.49.8.119:8000
江苏教育HD,http://www.angel147.cf:9570/rtp/239.49.8.122:8000
江苏新闻HD,http://www.angel147.cf:9570/rtp/239.49.8.120:8000
江苏卫视HD,http://www.angel147.cf:9570/rtp/239.49.8.16:9602
广西卫视HD,http://www.angel147.cf:9570/rtp/239.49.8.10:8000

浙江电信,#genre#
都市剧场,http://sss918.synology.me:8000/rtp/233.50.200.11:5140
动漫场,http://sss918.synology.me:8000/rtp/233.50.200.12:5140
游戏风云,http://sss918.synology.me:8000/rtp/233.50.200.14:5140
生活时尚,http://sss918.synology.me:8000/rtp/233.50.200.15:5140
CCTV14,http://sss918.synology.me:8000/rtp/233.50.200.20:5140
CCTV12,http://sss918.synology.me:8000/rtp/233.50.200.21:5140
CCTV10,http://sss918.synology.me:8000/rtp/233.50.200.22:5140
CCTTV9,http://sss918.synology.me:8000/rtp/233.50.200.23:5140
CCTV7,http://sss918.synology.me:8000/rtp/233.50.200.24:5140
CCTTV2,http://sss918.synology.me:8000/rtp/233.50.200.25:5140
钱江卫视,http://sss918.synology.me:8000/rtp/233.50.201.132:5140
经济生活,http://sss918.synology.me:8000/rtp/233.50.201.133:5140
NBTV4,http://sss918.synology.me:8000/rtp/233.50.201.154:5140
新闻综合,http://sss918.synology.me:8000/rtp/233.50.201.156:5140
NBTV1,http://sss918.synology.me:8000/rtp/233.50.201.168:5140
杭州综合,http://sss918.synology.me:8000/rtp/233.50.201.173:5140
明珠,http://sss918.synology.me:8000/rtp/233.50.201.174:5140
生活,http://sss918.synology.me:8000/rtp/233.50.201.175:5140
影视,http://sss918.synology.me:8000/rtp/233.50.201.176:5140
青少体育,http://sss918.synology.me:8000/rtp/233.50.201.177:5140
NBTV2,http://sss918.synology.me:8000/rtp/233.50.201.178:5140
NBTV3,http://sss918.synology.me:8000/rtp/233.50.201.179:5140
NBTV4,http://sss918.synology.me:8000/rtp/233.50.201.180:5140
QHTV导视,http://sss918.synology.me:8000/rtp/233.50.201.182:5140
440,http://sss918.synology.me:8000/rtp/233.50.201.183:5140
动漫场,http://sss918.synology.me:8000/rtp/233.50.201.184:5140
金色学堂,http://sss918.synology.me:8000/rtp/233.50.201.186:5140
生活时尚,http://sss918.synology.me:8000/rtp/233.50.201.187:5140
条频超道员日,http://sss918.synology.me:8000/rtp/233.50.201.188:5140
欢笑剧场4,http://sss918.synology.me:8000/rtp/233.50.201.189:5140
都市剧场,http://sss918.synology.me:8000/rtp/233.50.201.190:5140
法治天地,http://sss918.synology.me:8000/rtp/233.50.201.191:5140
CCTV16,http://sss918.synology.me:8000/rtp/233.50.201.192:5140
CCTV5,http://sss918.synology.me:8000/rtp/233.50.201.193:5140
滋鲜鲜足100天T,http://sss918.synology.me:8000/rtp/233.50.201.195:5140
CCTV3,http://sss918.synology.me:8000/rtp/233.50.201.196:5140
CCTV5,http://sss918.synology.me:8000/rtp/233.50.201.197:5140
CCTV6,http://sss918.synology.me:8000/rtp/233.50.201.198:5140
CCTV8,http://sss918.synology.me:8000/rtp/233.50.201.199:5140
CCTV5+,http://sss918.synology.me:8000/rtp/233.50.201.220:5140
CCTV5,http://sss918.synology.me:8000/rtp/233.50.201.227:5140
CCV13,http://sss918.synology.me:8000/rtp/233.50.201.246:5140
XZTV,http://sss918.synology.me:8000/rtp/233.50.202.43:5140
兵团卫视,http://sss918.synology.me:8000/rtp/233.50.202.44:5140
宁夏,http://sss918.synology.me:8000/rtp/233.50.202.45:5140
新疆卫视,http://sss918.synology.me:8000/rtp/233.50.202.46:5140
浙江之声 FM,rtp:///233.50.201.79:5140
新闻广播 FM,rtp:///233.50.201.80:5140
经济广播 FM,rtp:///233.50.201.81:5140
音乐调频 FM,rtp:///233.50.201.82:5140
交通之声 FM,rtp:///233.50.201.83:5140
旅游之声 FM,rtp:///233.50.201.84:5140
城市之声 FM,rtp:///233.50.201.85:5140
民生广播 FM,rtp:///233.50.201.86:5140
都市剧场,http://gilbert0571.eu.org:8888/rtp/233.50.200.11:5140
动漫场,http://gilbert0571.eu.org:8888/rtp/233.50.200.12:5140
游戏风云,http://gilbert0571.eu.org:8888/rtp/233.50.200.14:5140
生活时尚,http://gilbert0571.eu.org:8888/rtp/233.50.200.15:5140
CCTV14,http://gilbert0571.eu.org:8888/rtp/233.50.200.20:5140
CCTV12,http://gilbert0571.eu.org:8888/rtp/233.50.200.21:5140
CCTV10,http://gilbert0571.eu.org:8888/rtp/233.50.200.22:5140
CCTTV9,http://gilbert0571.eu.org:8888/rtp/233.50.200.23:5140
CCTV7,http://gilbert0571.eu.org:8888/rtp/233.50.200.24:5140
CCTTV2,http://gilbert0571.eu.org:8888/rtp/233.50.200.25:5140
钱江卫视,http://gilbert0571.eu.org:8888/rtp/233.50.201.132:5140
经济生活,http://gilbert0571.eu.org:8888/rtp/233.50.201.133:5140
NBTV4,http://gilbert0571.eu.org:8888/rtp/233.50.201.154:5140
新闻综合,http://gilbert0571.eu.org:8888/rtp/233.50.201.156:5140
NBTV1,http://gilbert0571.eu.org:8888/rtp/233.50.201.168:5140
杭州综合,http://gilbert0571.eu.org:8888/rtp/233.50.201.173:5140
明珠,http://gilbert0571.eu.org:8888/rtp/233.50.201.174:5140
生活,http://gilbert0571.eu.org:8888/rtp/233.50.201.175:5140
影视,http://gilbert0571.eu.org:8888/rtp/233.50.201.176:5140
青少体育,http://gilbert0571.eu.org:8888/rtp/233.50.201.177:5140
NBTV2,http://gilbert0571.eu.org:8888/rtp/233.50.201.178:5140
NBTV3,http://gilbert0571.eu.org:8888/rtp/233.50.201.179:5140
NBTV4,http://gilbert0571.eu.org:8888/rtp/233.50.201.180:5140
QHTV导视,http://gilbert0571.eu.org:8888/rtp/233.50.201.182:5140
440,http://gilbert0571.eu.org:8888/rtp/233.50.201.183:5140
动漫场,http://gilbert0571.eu.org:8888/rtp/233.50.201.184:5140
金色学堂,http://gilbert0571.eu.org:8888/rtp/233.50.201.186:5140
生活时尚,http://gilbert0571.eu.org:8888/rtp/233.50.201.187:5140
条频超道员日,http://gilbert0571.eu.org:8888/rtp/233.50.201.188:5140
欢笑剧场4,http://gilbert0571.eu.org:8888/rtp/233.50.201.189:5140
都市剧场,http://gilbert0571.eu.org:8888/rtp/233.50.201.190:5140
法治天地,http://gilbert0571.eu.org:8888/rtp/233.50.201.191:5140
CCTV16,http://gilbert0571.eu.org:8888/rtp/233.50.201.192:5140
CCTV5,http://gilbert0571.eu.org:8888/rtp/233.50.201.193:5140
滋鲜鲜足100天T,http://gilbert0571.eu.org:8888/rtp/233.50.201.195:5140
CCTV3,http://gilbert0571.eu.org:8888/rtp/233.50.201.196:5140
CCTV5,http://gilbert0571.eu.org:8888/rtp/233.50.201.197:5140
CCTV6,http://gilbert0571.eu.org:8888/rtp/233.50.201.198:5140
CCTV8,http://gilbert0571.eu.org:8888/rtp/233.50.201.199:5140
CCTV5+,http://gilbert0571.eu.org:8888/rtp/233.50.201.220:5140
CCTV5,http://gilbert0571.eu.org:8888/rtp/233.50.201.227:5140
CCV13,http://gilbert0571.eu.org:8888/rtp/233.50.201.246:5140
XZTV,http://gilbert0571.eu.org:8888/rtp/233.50.202.43:5140
兵团卫视,http://gilbert0571.eu.org:8888/rtp/233.50.202.44:5140
宁夏,http://gilbert0571.eu.org:8888/rtp/233.50.202.45:5140
新疆卫视,http://gilbert0571.eu.org:8888/rtp/233.50.202.46:5140
浙江之声 FM,rtp:///233.50.201.79:5140
新闻广播 FM,rtp:///233.50.201.80:5140
经济广播 FM,rtp:///233.50.201.81:5140
音乐调频 FM,rtp:///233.50.201.82:5140
交通之声 FM,rtp:///233.50.201.83:5140
旅游之声 FM,rtp:///233.50.201.84:5140
城市之声 FM,rtp:///233.50.201.85:5140
民生广播 FM,rtp:///233.50.201.86:5140
都市剧场,http://www.nlmxy.top:4000/rtp/233.50.200.11:5140
动漫场,http://www.nlmxy.top:4000/rtp/233.50.200.12:5140
游戏风云,http://www.nlmxy.top:4000/rtp/233.50.200.14:5140
生活时尚,http://www.nlmxy.top:4000/rtp/233.50.200.15:5140
CCTV14,http://www.nlmxy.top:4000/rtp/233.50.200.20:5140
CCTV12,http://www.nlmxy.top:4000/rtp/233.50.200.21:5140
CCTV10,http://www.nlmxy.top:4000/rtp/233.50.200.22:5140
CCTTV9,http://www.nlmxy.top:4000/rtp/233.50.200.23:5140
CCTV7,http://www.nlmxy.top:4000/rtp/233.50.200.24:5140
CCTTV2,http://www.nlmxy.top:4000/rtp/233.50.200.25:5140
钱江卫视,http://www.nlmxy.top:4000/rtp/233.50.201.132:5140
经济生活,http://www.nlmxy.top:4000/rtp/233.50.201.133:5140
NBTV4,http://www.nlmxy.top:4000/rtp/233.50.201.154:5140
新闻综合,http://www.nlmxy.top:4000/rtp/233.50.201.156:5140
NBTV1,http://www.nlmxy.top:4000/rtp/233.50.201.168:5140
杭州综合,http://www.nlmxy.top:4000/rtp/233.50.201.173:5140
明珠,http://www.nlmxy.top:4000/rtp/233.50.201.174:5140
生活,http://www.nlmxy.top:4000/rtp/233.50.201.175:5140
影视,http://www.nlmxy.top:4000/rtp/233.50.201.176:5140
青少体育,http://www.nlmxy.top:4000/rtp/233.50.201.177:5140
NBTV2,http://www.nlmxy.top:4000/rtp/233.50.201.178:5140
NBTV3,http://www.nlmxy.top:4000/rtp/233.50.201.179:5140
NBTV4,http://www.nlmxy.top:4000/rtp/233.50.201.180:5140
QHTV导视,http://www.nlmxy.top:4000/rtp/233.50.201.182:5140
440,http://www.nlmxy.top:4000/rtp/233.50.201.183:5140
动漫场,http://www.nlmxy.top:4000/rtp/233.50.201.184:5140
金色学堂,http://www.nlmxy.top:4000/rtp/233.50.201.186:5140
生活时尚,http://www.nlmxy.top:4000/rtp/233.50.201.187:5140
条频超道员日,http://www.nlmxy.top:4000/rtp/233.50.201.188:5140
欢笑剧场4,http://www.nlmxy.top:4000/rtp/233.50.201.189:5140
都市剧场,http://www.nlmxy.top:4000/rtp/233.50.201.190:5140
法治天地,http://www.nlmxy.top:4000/rtp/233.50.201.191:5140
CCTV16,http://www.nlmxy.top:4000/rtp/233.50.201.192:5140
CCTV5,http://www.nlmxy.top:4000/rtp/233.50.201.193:5140
滋鲜鲜足100天T,http://www.nlmxy.top:4000/rtp/233.50.201.195:5140
CCTV3,http://www.nlmxy.top:4000/rtp/233.50.201.196:5140
CCTV5,http://www.nlmxy.top:4000/rtp/233.50.201.197:5140
CCTV6,http://www.nlmxy.top:4000/rtp/233.50.201.198:5140
CCTV8,http://www.nlmxy.top:4000/rtp/233.50.201.199:5140
CCTV5+,http://www.nlmxy.top:4000/rtp/233.50.201.220:5140
CCTV5,http://www.nlmxy.top:4000/rtp/233.50.201.227:5140
CCV13,http://www.nlmxy.top:4000/rtp/233.50.201.246:5140
XZTV,http://www.nlmxy.top:4000/rtp/233.50.202.43:5140
兵团卫视,http://www.nlmxy.top:4000/rtp/233.50.202.44:5140
宁夏,http://www.nlmxy.top:4000/rtp/233.50.202.45:5140
新疆卫视,http://www.nlmxy.top:4000/rtp/233.50.202.46:5140
浙江之声 FM,rtp:///233.50.201.79:5140
新闻广播 FM,rtp:///233.50.201.80:5140
经济广播 FM,rtp:///233.50.201.81:5140
音乐调频 FM,rtp:///233.50.201.82:5140
交通之声 FM,rtp:///233.50.201.83:5140
旅游之声 FM,rtp:///233.50.201.84:5140
城市之声 FM,rtp:///233.50.201.85:5140
民生广播 FM,rtp:///233.50.201.86:5140
都市剧场,http://hjro.cn:9999/rtp/233.50.200.11:5140
动漫场,http://hjro.cn:9999/rtp/233.50.200.12:5140
游戏风云,http://hjro.cn:9999/rtp/233.50.200.14:5140
生活时尚,http://hjro.cn:9999/rtp/233.50.200.15:5140
CCTV14,http://hjro.cn:9999/rtp/233.50.200.20:5140
CCTV12,http://hjro.cn:9999/rtp/233.50.200.21:5140
CCTV10,http://hjro.cn:9999/rtp/233.50.200.22:5140
CCTTV9,http://hjro.cn:9999/rtp/233.50.200.23:5140
CCTV7,http://hjro.cn:9999/rtp/233.50.200.24:5140
CCTTV2,http://hjro.cn:9999/rtp/233.50.200.25:5140
钱江卫视,http://hjro.cn:9999/rtp/233.50.201.132:5140
经济生活,http://hjro.cn:9999/rtp/233.50.201.133:5140
NBTV4,http://hjro.cn:9999/rtp/233.50.201.154:5140
新闻综合,http://hjro.cn:9999/rtp/233.50.201.156:5140
NBTV1,http://hjro.cn:9999/rtp/233.50.201.168:5140
杭州综合,http://hjro.cn:9999/rtp/233.50.201.173:5140
明珠,http://hjro.cn:9999/rtp/233.50.201.174:5140
生活,http://hjro.cn:9999/rtp/233.50.201.175:5140
影视,http://hjro.cn:9999/rtp/233.50.201.176:5140
青少体育,http://hjro.cn:9999/rtp/233.50.201.177:5140
NBTV2,http://hjro.cn:9999/rtp/233.50.201.178:5140
NBTV3,http://hjro.cn:9999/rtp/233.50.201.179:5140
NBTV4,http://hjro.cn:9999/rtp/233.50.201.180:5140
QHTV导视,http://hjro.cn:9999/rtp/233.50.201.182:5140
440,http://hjro.cn:9999/rtp/233.50.201.183:5140
动漫场,http://hjro.cn:9999/rtp/233.50.201.184:5140
金色学堂,http://hjro.cn:9999/rtp/233.50.201.186:5140
生活时尚,http://hjro.cn:9999/rtp/233.50.201.187:5140
条频超道员日,http://hjro.cn:9999/rtp/233.50.201.188:5140
欢笑剧场4,http://hjro.cn:9999/rtp/233.50.201.189:5140
都市剧场,http://hjro.cn:9999/rtp/233.50.201.190:5140
法治天地,http://hjro.cn:9999/rtp/233.50.201.191:5140
CCTV16,http://hjro.cn:9999/rtp/233.50.201.192:5140
CCTV5,http://hjro.cn:9999/rtp/233.50.201.193:5140
滋鲜鲜足100天T,http://hjro.cn:9999/rtp/233.50.201.195:5140
CCTV3,http://hjro.cn:9999/rtp/233.50.201.196:5140
CCTV5,http://hjro.cn:9999/rtp/233.50.201.197:5140
CCTV6,http://hjro.cn:9999/rtp/233.50.201.198:5140
CCTV8,http://hjro.cn:9999/rtp/233.50.201.199:5140
CCTV5+,http://hjro.cn:9999/rtp/233.50.201.220:5140
CCTV5,http://hjro.cn:9999/rtp/233.50.201.227:5140
CCV13,http://hjro.cn:9999/rtp/233.50.201.246:5140
XZTV,http://hjro.cn:9999/rtp/233.50.202.43:5140
兵团卫视,http://hjro.cn:9999/rtp/233.50.202.44:5140
宁夏,http://hjro.cn:9999/rtp/233.50.202.45:5140
新疆卫视,http://hjro.cn:9999/rtp/233.50.202.46:5140
浙江之声 FM,rtp:///233.50.201.79:5140
新闻广播 FM,rtp:///233.50.201.80:5140
